[03 February 2016 at 12:01:37 MST] - ::admin 
[03 February 2016 at 12:02:00 MST] - ::master 
[07 February 2016 at 07:41:15 MST] - ::tele 0,46,50,10,23
[07 February 2016 at 07:42:04 MST] - ::item 995 2147000000
[07 February 2016 at 07:56:54 MST] - ::tele 0,1,1,27,33
[07 February 2016 at 07:56:55 MST] - ::tele 0,1,1,22,27
[07 February 2016 at 08:11:25 MST] - ::tele 1,1,1,29,11
[07 February 2016 at 08:11:26 MST] - ::tele 1,1,1,35,11
[07 February 2016 at 08:11:27 MST] - ::tele 1,1,1,41,11
[07 February 2016 at 08:11:30 MST] - ::tele 1,1,1,44,17
[07 February 2016 at 08:12:22 MST] - ::tele 1,1,1,37,26
[07 February 2016 at 08:12:24 MST] - ::tele 1,1,1,35,34
[07 February 2016 at 08:17:03 MST] - ::tele 1,1,1,21,22
[07 February 2016 at 08:18:52 MST] - ::tele 1,1,1,18,28
[07 February 2016 at 08:19:05 MST] - ::tele 1,1,1,19,27
[07 February 2016 at 08:19:16 MST] - ::tele 1,1,1,35,20
[07 February 2016 at 08:31:42 MST] - ::item 8122
[07 February 2016 at 08:31:53 MST] - ::item 8123
[07 February 2016 at 08:32:07 MST] - ::item 13346
[07 February 2016 at 08:32:30 MST] - ::object 13348
[07 February 2016 at 08:32:33 MST] - ::tele 0,48,54,15,32
[07 February 2016 at 08:55:30 MST] - ::tele 0,41,52,35,2
[07 February 2016 at 08:58:08 MST] - ::tele 0,41,51,43,62
[07 February 2016 at 08:59:57 MST] - ::tele 0,39,48,48,22
[07 February 2016 at 09:00:17 MST] - ::tele 0,46,50,13,25
[07 February 2016 at 09:02:42 MST] - ::bank 
[07 February 2016 at 09:02:58 MST] - ::tele 1,1,1,23,19
[07 February 2016 at 09:02:59 MST] - ::tele 1,1,1,20,12
[07 February 2016 at 09:03:01 MST] - ::bank 
[07 February 2016 at 09:03:24 MST] - ::item 4133
[07 February 2016 at 09:03:27 MST] - ::bank 
[07 February 2016 at 09:04:20 MST] - ::tele 1,1,1,27,27
[07 February 2016 at 09:04:29 MST] - ::tele 0,46,52,40,40
[07 February 2016 at 09:06:07 MST] - ::tele 0,34,48,48,60
[07 February 2016 at 09:06:17 MST] - ::tele 0,71,40,59,6
[07 February 2016 at 09:06:47 MST] - ::tele 1,71,40,59,6
[07 February 2016 at 09:06:49 MST] - ::tele 1,71,40,58,3
[07 February 2016 at 09:06:50 MST] - ::tele 1,71,40,57,1
[07 February 2016 at 09:06:51 MST] - ::tele 1,71,39,47,61
[07 February 2016 at 09:06:52 MST] - ::tele 1,71,39,46,58
[07 February 2016 at 09:06:53 MST] - ::tele 1,71,39,46,57
[07 February 2016 at 09:06:57 MST] - ::tele 0,34,50,59,54
[07 February 2016 at 09:07:01 MST] - ::tele 1,34,50,59,54
[07 February 2016 at 09:07:03 MST] - ::tele 0,34,50,59,54
[07 February 2016 at 09:07:04 MST] - ::tele 1,34,50,59,54
[07 February 2016 at 09:07:06 MST] - ::tele 1,35,50,1,56
[07 February 2016 at 09:07:07 MST] - ::tele 1,35,50,2,60
[07 February 2016 at 09:07:08 MST] - ::tele 1,35,51,0,1
[07 February 2016 at 09:07:08 MST] - ::tele 1,34,51,59,4
[07 February 2016 at 09:07:10 MST] - ::tele 1,34,51,56,4
[07 February 2016 at 09:07:11 MST] - ::tele 1,34,51,31,19
[07 February 2016 at 09:07:12 MST] - ::tele 1,34,51,32,27
[07 February 2016 at 09:07:23 MST] - ::tele 0,32,52,63,31
[07 February 2016 at 09:07:28 MST] - ::tele 1,32,52,63,31
[07 February 2016 at 09:07:40 MST] - ::tele 1,33,52,22,40
[07 February 2016 at 09:07:42 MST] - ::tele 1,33,52,23,46
[07 February 2016 at 09:07:45 MST] - ::tele 1,33,52,22,51
[07 February 2016 at 09:07:47 MST] - ::tele 1,33,52,21,54
[07 February 2016 at 09:07:48 MST] - ::tele 1,33,52,34,55
[07 February 2016 at 09:07:52 MST] - ::tele 1,33,53,44,2
[07 February 2016 at 09:07:54 MST] - ::tele 1,33,53,49,13
[07 February 2016 at 09:07:57 MST] - ::tele 1,33,53,55,18
[07 February 2016 at 09:07:58 MST] - ::tele 1,34,53,1,19
[07 February 2016 at 09:08:03 MST] - ::tele 1,34,53,2,5
[07 February 2016 at 09:08:23 MST] - ::tele 1,34,52,22,56
[07 February 2016 at 09:08:24 MST] - ::tele 1,34,52,24,40
[07 February 2016 at 09:08:29 MST] - ::tele 1,34,52,37,39
[07 February 2016 at 09:08:38 MST] - ::tele 1,34,52,40,39
[07 February 2016 at 09:08:39 MST] - ::tele 1,34,52,35,32
[07 February 2016 at 09:08:53 MST] - ::tele 1,34,52,47,33
[07 February 2016 at 09:08:54 MST] - ::tele 1,34,52,55,33
[07 February 2016 at 09:08:55 MST] - ::tele 1,34,52,61,33
[07 February 2016 at 09:08:56 MST] - ::tele 1,35,52,4,33
[07 February 2016 at 09:08:59 MST] - ::tele 1,35,52,14,32
[07 February 2016 at 09:09:01 MST] - ::tele 1,35,52,6,42
[07 February 2016 at 09:09:02 MST] - ::tele 1,35,52,6,52
[07 February 2016 at 09:09:32 MST] - ::tele 1,35,52,31,55
[07 February 2016 at 09:10:40 MST] - ::tele 0,34,50,56,42
[07 February 2016 at 09:10:45 MST] - ::tele 0,34,50,61,31
[07 February 2016 at 09:10:46 MST] - ::tele 0,35,50,2,60
[07 February 2016 at 09:10:47 MST] - ::tele 1,35,50,2,60
[07 February 2016 at 09:11:03 MST] - ::tele 1,34,51,59,3
[07 February 2016 at 09:11:04 MST] - ::tele 1,34,51,60,8
[07 February 2016 at 09:11:05 MST] - ::tele 1,34,51,62,17
[07 February 2016 at 09:11:08 MST] - ::tele 1,34,51,59,26
[07 February 2016 at 09:11:10 MST] - ::tele 1,34,51,58,31
[07 February 2016 at 09:11:11 MST] - ::tele 1,34,51,56,36
[07 February 2016 at 09:11:16 MST] - ::tele 1,35,51,35,42
[07 February 2016 at 09:11:32 MST] - ::tele 1,35,51,36,61
[07 February 2016 at 09:11:41 MST] - ::tele 1,35,52,30,11
[07 February 2016 at 09:11:55 MST] - ::tele 1,35,52,18,33
[07 February 2016 at 09:11:57 MST] - ::tele 1,35,52,7,36
[07 February 2016 at 09:12:00 MST] - ::tele 1,35,52,7,47
[07 February 2016 at 09:12:06 MST] - ::tele 1,34,53,57,4
[07 February 2016 at 09:12:15 MST] - ::tele 1,34,53,45,5
[07 February 2016 at 09:12:32 MST] - ::tele 0,34,52,32,30
[07 February 2016 at 09:12:38 MST] - ::tele 1,34,52,32,30
[07 February 2016 at 09:13:23 MST] - ::tele 1,34,52,41,10
[07 February 2016 at 09:13:25 MST] - ::tele 1,34,52,47,3
[07 February 2016 at 09:13:58 MST] - ::tele 0,34,52,43,40
[07 February 2016 at 09:14:02 MST] - ::tele 1,34,52,43,40
[07 February 2016 at 09:14:43 MST] - ::tele 0,33,52,60,7
[07 February 2016 at 09:14:48 MST] - ::tele 1,33,52,60,7
[07 February 2016 at 09:14:53 MST] - ::tele 1,33,52,56,9
[07 February 2016 at 09:15:19 MST] - ::tele 1,1,1,30,27
[07 February 2016 at 09:18:33 MST] - ::tele 0,42,53,47,16
[07 February 2016 at 09:21:06 MST] - ::tele 0,45,51,41,55
[07 February 2016 at 09:25:16 MST] - ::tele 0,45,51,53,22
[07 February 2016 at 09:25:33 MST] - ::tele 0,45,51,47,22
[07 February 2016 at 09:26:43 MST] - ::tele 0,45,51,47,1
[07 February 2016 at 09:27:18 MST] - ::tele 0,45,50,48,60
[07 February 2016 at 09:28:32 MST] - ::tele 0,45,50,58,58
[07 February 2016 at 09:32:35 MST] - ::tele 0,51,53,18,38
[07 February 2016 at 09:32:48 MST] - ::tele 0,51,53,51,33
[07 February 2016 at 09:32:49 MST] - ::tele 0,51,53,60,34
[07 February 2016 at 09:32:56 MST] - ::tele 0,51,53,58,24
[07 February 2016 at 09:32:57 MST] - ::tele 0,51,53,54,29
[07 February 2016 at 09:32:58 MST] - ::tele 0,51,53,41,34
[07 February 2016 at 09:32:59 MST] - ::tele 0,51,53,23,34
[07 February 2016 at 09:33:21 MST] - ::tele 0,51,53,15,29
[07 February 2016 at 09:35:31 MST] - ::tele 0,51,53,10,36
[07 February 2016 at 09:36:33 MST] - ::object 48627
[07 February 2016 at 09:36:35 MST] - ::object 48628
[07 February 2016 at 09:36:37 MST] - ::object 48629
[07 February 2016 at 09:36:38 MST] - ::object 48630
[07 February 2016 at 09:36:39 MST] - ::object 48631
[07 February 2016 at 09:36:40 MST] - ::object 48632
[07 February 2016 at 09:36:41 MST] - ::object 48633
[07 February 2016 at 09:36:42 MST] - ::object 48634
[07 February 2016 at 09:36:43 MST] - ::object 48635
[07 February 2016 at 09:36:43 MST] - ::object 48636
[07 February 2016 at 09:36:44 MST] - ::object 48637
[07 February 2016 at 09:36:45 MST] - ::object 48638
[07 February 2016 at 09:36:46 MST] - ::object 48639
[07 February 2016 at 09:36:47 MST] - ::object 48630
[07 February 2016 at 09:36:49 MST] - ::object 48640
[07 February 2016 at 09:36:50 MST] - ::object 48641
[07 February 2016 at 09:36:52 MST] - ::object 48642
[07 February 2016 at 09:36:53 MST] - ::object 48643
[07 February 2016 at 09:36:55 MST] - ::object 48644
[07 February 2016 at 09:36:56 MST] - ::object 48645
[07 February 2016 at 09:36:57 MST] - ::object 48646
[07 February 2016 at 09:36:58 MST] - ::object 48647
[07 February 2016 at 09:37:05 MST] - ::object 48648
[07 February 2016 at 09:37:07 MST] - ::object 48650
[07 February 2016 at 09:37:08 MST] - ::object 48652
[07 February 2016 at 09:37:09 MST] - ::object 48655
[07 February 2016 at 09:37:10 MST] - ::object 48656
[07 February 2016 at 09:37:11 MST] - ::object 48657
[07 February 2016 at 09:37:12 MST] - ::object 48650
[07 February 2016 at 09:37:14 MST] - ::object 48660
[07 February 2016 at 09:37:16 MST] - ::object 48661
[07 February 2016 at 09:37:17 MST] - ::object 48662
[07 February 2016 at 09:37:20 MST] - ::object 48660
[07 February 2016 at 09:37:22 MST] - ::object 48661
[07 February 2016 at 09:37:32 MST] - ::tele 0,51,53,1,61
[07 February 2016 at 09:38:25 MST] - ::tele 0,50,53,42,43
[07 February 2016 at 09:38:26 MST] - ::tele 0,50,53,52,29
[07 February 2016 at 10:25:02 MST] - ::gfx 141
[07 February 2016 at 10:27:41 MST] - ::gfx 145
[07 February 2016 at 10:27:47 MST] - ::sprite 145
[07 February 2016 at 10:29:50 MST] - ::hit 
[07 February 2016 at 10:30:04 MST] - ::hit 1
[07 February 2016 at 10:30:07 MST] - ::hit 2
[07 February 2016 at 10:30:08 MST] - ::hit 3
[07 February 2016 at 10:30:10 MST] - ::god 
[07 February 2016 at 10:30:11 MST] - ::hit 4
[07 February 2016 at 10:30:13 MST] - ::hit 5
[07 February 2016 at 10:30:15 MST] - ::hit 6
[07 February 2016 at 10:30:18 MST] - ::hit 7
[07 February 2016 at 10:30:20 MST] - ::hit 8
[07 February 2016 at 10:30:22 MST] - ::hit 7
[07 February 2016 at 10:30:23 MST] - ::hit 7
[07 February 2016 at 10:30:24 MST] - ::hit 7
[07 February 2016 at 10:30:26 MST] - ::hit 9
[07 February 2016 at 10:30:28 MST] - ::hit 10
[07 February 2016 at 10:30:31 MST] - ::hit 11
[07 February 2016 at 10:30:32 MST] - ::hit 12
[07 February 2016 at 10:30:33 MST] - ::hit 13
[07 February 2016 at 10:30:34 MST] - ::hit 14
[07 February 2016 at 10:30:36 MST] - ::hit 15
[07 February 2016 at 10:30:37 MST] - ::hit 16
[07 February 2016 at 10:30:53 MST] - ::hit 145
[07 February 2016 at 10:30:55 MST] - ::hit 146
[07 February 2016 at 10:30:56 MST] - ::hit 147
[07 February 2016 at 10:30:57 MST] - ::hit 148
[07 February 2016 at 10:30:59 MST] - ::hit 149
[07 February 2016 at 10:31:00 MST] - ::hit 140
[07 February 2016 at 10:31:02 MST] - ::hit 150
[07 February 2016 at 10:31:03 MST] - ::hit 151
[07 February 2016 at 10:31:04 MST] - ::hit 152
[07 February 2016 at 10:31:06 MST] - ::hit 153
[07 February 2016 at 10:31:07 MST] - ::hit 154
[07 February 2016 at 10:31:08 MST] - ::hit 155
[07 February 2016 at 10:31:09 MST] - ::hit 156
[07 February 2016 at 10:31:11 MST] - ::hit 157
[07 February 2016 at 10:31:12 MST] - ::hit 158
[07 February 2016 at 10:31:15 MST] - ::hit 159
[07 February 2016 at 10:31:18 MST] - ::hit 160
[07 February 2016 at 10:31:21 MST] - ::hit 161
[07 February 2016 at 10:31:22 MST] - ::hit 162
[07 February 2016 at 10:31:23 MST] - ::hit 163
[07 February 2016 at 10:31:24 MST] - ::hit 164
[07 February 2016 at 10:31:26 MST] - ::hit 165
[07 February 2016 at 10:31:28 MST] - ::hit 180
[07 February 2016 at 10:31:30 MST] - ::hit 181
[07 February 2016 at 10:31:32 MST] - ::hit 166
[07 February 2016 at 10:31:33 MST] - ::hit 167
[07 February 2016 at 10:31:34 MST] - ::hit 168
[07 February 2016 at 10:31:36 MST] - ::hit 169
[07 February 2016 at 10:31:38 MST] - ::hit 170
[07 February 2016 at 10:31:40 MST] - ::hit 171
[07 February 2016 at 10:31:41 MST] - ::hit 172
[07 February 2016 at 10:31:42 MST] - ::hit 173
[07 February 2016 at 10:32:04 MST] - ::hit 174
[07 February 2016 at 10:32:05 MST] - ::hit 175
[07 February 2016 at 10:32:06 MST] - ::hit 176
[07 February 2016 at 10:32:08 MST] - ::hit 177
[07 February 2016 at 10:32:11 MST] - ::hit 30
[07 February 2016 at 10:32:12 MST] - ::hit 31
[07 February 2016 at 10:32:13 MST] - ::hit 32
[07 February 2016 at 10:32:15 MST] - ::hit 33
[07 February 2016 at 10:32:16 MST] - ::hit 34
[07 February 2016 at 10:32:17 MST] - ::hit 35
[07 February 2016 at 10:32:18 MST] - ::hit 36
[07 February 2016 at 10:32:19 MST] - ::hit 37
[07 February 2016 at 10:32:21 MST] - ::hit 38
[07 February 2016 at 10:32:22 MST] - ::hit 39
[07 February 2016 at 10:32:24 MST] - ::hit 40
[07 February 2016 at 10:32:25 MST] - ::hit 41
[07 February 2016 at 10:32:25 MST] - ::hit 42
[07 February 2016 at 10:32:27 MST] - ::hit 43
[07 February 2016 at 10:32:28 MST] - ::hit 44
[07 February 2016 at 10:32:30 MST] - ::hit 50
[07 February 2016 at 10:32:32 MST] - ::hit 49
[07 February 2016 at 10:32:33 MST] - ::hit 48
[07 February 2016 at 10:32:35 MST] - ::hit 47
[07 February 2016 at 10:32:39 MST] - ::hit 60
[07 February 2016 at 10:32:41 MST] - ::hit 61
[07 February 2016 at 10:32:42 MST] - ::hit 62
[07 February 2016 at 10:32:44 MST] - ::hit 63
[07 February 2016 at 10:32:45 MST] - ::hit 64
[07 February 2016 at 10:32:46 MST] - ::hit 65
[07 February 2016 at 10:32:48 MST] - ::hit 66
[07 February 2016 at 10:32:49 MST] - ::hit 67
[07 February 2016 at 10:32:50 MST] - ::hit 68
[07 February 2016 at 10:32:51 MST] - ::hit 69
[07 February 2016 at 10:32:53 MST] - ::hit 70
[07 February 2016 at 10:32:54 MST] - ::hit 71
[07 February 2016 at 10:32:55 MST] - ::hit 72
[07 February 2016 at 10:32:56 MST] - ::hit 73
[07 February 2016 at 10:32:57 MST] - ::hit 74
[07 February 2016 at 10:32:58 MST] - ::hit 75
[07 February 2016 at 10:32:58 MST] - ::hit 76
[07 February 2016 at 10:32:59 MST] - ::hit 77
[07 February 2016 at 10:33:21 MST] - ::hit 132
[07 February 2016 at 10:33:30 MST] - ::hit 148
[07 February 2016 at 10:33:33 MST] - ::hit 143
[07 February 2016 at 10:33:39 MST] - ::hit 142
[07 February 2016 at 10:33:45 MST] - ::hit 142
[07 February 2016 at 10:33:49 MST] - ::hit 148
[07 February 2016 at 10:33:52 MST] - ::hit 146
[07 February 2016 at 10:33:58 MST] - ::hit 144
[07 February 2016 at 10:34:01 MST] - ::hit 141
[07 February 2016 at 10:34:57 MST] - ::hit 132
[07 February 2016 at 10:34:58 MST] - ::hit 133
[07 February 2016 at 10:34:59 MST] - ::hit 134
[07 February 2016 at 10:35:00 MST] - ::hit 132
[07 February 2016 at 10:35:01 MST] - ::hit 133
[07 February 2016 at 10:35:03 MST] - ::hit 134
[07 February 2016 at 10:35:05 MST] - ::hit 133
[07 February 2016 at 10:35:07 MST] - ::hit 134
[07 February 2016 at 10:35:21 MST] - ::hit 135
[07 February 2016 at 10:35:22 MST] - ::hit 136
[07 February 2016 at 10:35:23 MST] - ::hit 137
[07 February 2016 at 10:35:26 MST] - ::hit 138
[07 February 2016 at 10:35:27 MST] - ::hit 139
[07 February 2016 at 10:35:29 MST] - ::hit 140
[07 February 2016 at 10:36:23 MST] - ::hit 142
[07 February 2016 at 10:36:24 MST] - ::hit 141
[07 February 2016 at 10:36:25 MST] - ::hit 143
[07 February 2016 at 10:36:26 MST] - ::hit 144
[07 February 2016 at 10:36:27 MST] - ::hit 145
[07 February 2016 at 10:36:28 MST] - ::hit 146
[07 February 2016 at 10:36:29 MST] - ::hit 147
[07 February 2016 at 10:36:30 MST] - ::hit 148
[07 February 2016 at 10:36:31 MST] - ::hit 149
[07 February 2016 at 10:36:33 MST] - ::hit 150
[07 February 2016 at 10:36:34 MST] - ::hit 151
[07 February 2016 at 10:36:36 MST] - ::hit 152
[07 February 2016 at 10:36:37 MST] - ::hit 153
[07 February 2016 at 10:36:38 MST] - ::hit 154
[07 February 2016 at 10:36:41 MST] - ::hit 40
[07 February 2016 at 10:36:42 MST] - ::hit 41
[07 February 2016 at 10:36:44 MST] - ::hit 50
[07 February 2016 at 10:36:45 MST] - ::hit 51
[07 February 2016 at 10:36:46 MST] - ::hit 52
[07 February 2016 at 10:36:47 MST] - ::hit 53
[07 February 2016 at 10:36:48 MST] - ::hit 54
[07 February 2016 at 10:36:51 MST] - ::hit 54
[07 February 2016 at 10:37:02 MST] - ::hit 54
[07 February 2016 at 10:37:06 MST] - ::hit 55
[07 February 2016 at 10:37:08 MST] - ::hit 56
[07 February 2016 at 10:37:09 MST] - ::hit 57
[07 February 2016 at 10:37:10 MST] - ::hit 58
[07 February 2016 at 10:37:11 MST] - ::hit 59
[07 February 2016 at 10:37:13 MST] - ::hit 60
[07 February 2016 at 10:37:14 MST] - ::hit 61
[07 February 2016 at 10:37:15 MST] - ::hit 62
[07 February 2016 at 10:37:27 MST] - ::hit 63
[07 February 2016 at 10:37:28 MST] - ::hit 64
[07 February 2016 at 10:37:29 MST] - ::hit 65
[07 February 2016 at 10:37:39 MST] - ::hit 66
[07 February 2016 at 10:37:47 MST] - ::hit 67
[07 February 2016 at 10:37:56 MST] - ::hit 68
[07 February 2016 at 10:37:57 MST] - ::hit 69
[07 February 2016 at 10:37:59 MST] - ::hit 70
[07 February 2016 at 10:38:00 MST] - ::hit 71
[07 February 2016 at 10:38:01 MST] - ::hit 72
[07 February 2016 at 10:38:03 MST] - ::hit 73
[07 February 2016 at 10:38:04 MST] - ::hit 74
[07 February 2016 at 10:38:05 MST] - ::hit 75
[07 February 2016 at 10:38:06 MST] - ::hit 76
[07 February 2016 at 10:38:13 MST] - ::hit 76
[07 February 2016 at 10:38:21 MST] - ::hit 77
[07 February 2016 at 10:38:23 MST] - ::hit 77
[07 February 2016 at 10:38:24 MST] - ::hit 76
[07 February 2016 at 10:38:26 MST] - ::hit 77
[07 February 2016 at 10:38:27 MST] - ::hit 78
[07 February 2016 at 10:38:29 MST] - ::hit 79
[07 February 2016 at 10:38:38 MST] - ::hit 80
[07 February 2016 at 10:38:46 MST] - ::hit 81
[07 February 2016 at 10:38:53 MST] - ::hit 82
[07 February 2016 at 10:38:55 MST] - ::hit 83
[07 February 2016 at 10:38:56 MST] - ::hit 84
[07 February 2016 at 10:38:57 MST] - ::hit 85
[07 February 2016 at 10:38:58 MST] - ::hit 86
[07 February 2016 at 10:38:59 MST] - ::hit 87
[07 February 2016 at 10:39:00 MST] - ::hit 88
[07 February 2016 at 10:39:02 MST] - ::hit 89
[07 February 2016 at 10:39:06 MST] - ::hit 90
[07 February 2016 at 10:39:14 MST] - ::hit 91
[07 February 2016 at 10:39:16 MST] - ::hit 92
[07 February 2016 at 10:39:18 MST] - ::hit 93
[07 February 2016 at 10:39:20 MST] - ::hit 94
[07 February 2016 at 10:39:21 MST] - ::hit 95
[07 February 2016 at 10:39:24 MST] - ::hit 96
[07 February 2016 at 10:39:32 MST] - ::hit 97
[07 February 2016 at 10:39:40 MST] - ::hit 98
[07 February 2016 at 10:39:43 MST] - ::hit 98
[07 February 2016 at 10:39:44 MST] - ::hit 98
[07 February 2016 at 10:39:52 MST] - ::hit 99
[07 February 2016 at 10:39:55 MST] - ::hit 100
[07 February 2016 at 10:39:58 MST] - ::hit 101
[07 February 2016 at 10:40:01 MST] - ::hit 102
[07 February 2016 at 10:40:03 MST] - ::hit 103
[07 February 2016 at 10:40:05 MST] - ::hit 104
[07 February 2016 at 10:40:39 MST] - ::bank 
[07 February 2016 at 10:40:59 MST] - ::bank 
[07 February 2016 at 10:44:15 MST] - ::tele 0,49,53,57,37
[07 February 2016 at 10:44:16 MST] - ::tele 0,49,53,52,37
[07 February 2016 at 10:44:25 MST] - ::tele 0,49,53,49,43
[07 February 2016 at 10:44:27 MST] - ::tele 0,49,53,39,60
[07 February 2016 at 10:47:49 MST] - ::item 20135
[07 February 2016 at 10:47:56 MST] - ::item 20139
[07 February 2016 at 10:48:09 MST] - ::item 20143
[07 February 2016 at 10:48:51 MST] - ::item 24977
[07 February 2016 at 10:48:55 MST] - ::item 24983
[07 February 2016 at 10:49:21 MST] - ::bank 
[07 February 2016 at 10:50:38 MST] - ::item 26322
[07 February 2016 at 10:50:39 MST] - ::item 26323
[07 February 2016 at 10:50:40 MST] - ::item 26324
[07 February 2016 at 10:51:51 MST] - ::item 26334
[07 February 2016 at 10:51:52 MST] - ::item 26335
[07 February 2016 at 10:51:53 MST] - ::item 26336
[07 February 2016 at 10:52:13 MST] - ::item 26352
[07 February 2016 at 10:52:13 MST] - ::item 26353
[07 February 2016 at 10:52:14 MST] - ::item 26354
[07 February 2016 at 10:53:21 MST] - ::item 33777
[08 February 2016 at 07:32:06 MST] - ::item 33520
[08 February 2016 at 07:32:15 MST] - ::item 33518
[08 February 2016 at 07:32:44 MST] - ::item 33516
[08 February 2016 at 07:43:28 MST] - ::npc 20581
[08 February 2016 at 07:44:05 MST] - ::npc 20561
[08 February 2016 at 07:45:46 MST] - ::tele 0,46,53,44,11
[08 February 2016 at 07:45:56 MST] - ::tele 0,46,53,33,28
[08 February 2016 at 07:45:58 MST] - ::tele 0,46,53,24,32
[08 February 2016 at 07:46:00 MST] - ::tele 0,46,53,13,37
[08 February 2016 at 07:46:02 MST] - ::tele 0,46,53,7,26
[08 February 2016 at 07:46:08 MST] - ::tele 1,46,53,4,26
[08 February 2016 at 07:46:08 MST] - ::tele 2,46,53,4,26
[08 February 2016 at 07:46:09 MST] - ::tele 0,46,53,4,26
[08 February 2016 at 07:46:09 MST] - ::tele 2,46,53,4,26
[08 February 2016 at 07:46:09 MST] - ::tele 2,46,53,4,26
[08 February 2016 at 07:46:09 MST] - ::tele 3,46,53,4,26
[08 February 2016 at 07:46:10 MST] - ::tele 3,46,53,4,26
[08 February 2016 at 07:46:10 MST] - ::tele 3,46,53,4,26
[08 February 2016 at 07:46:11 MST] - ::tele 2,46,53,4,26
[08 February 2016 at 07:46:11 MST] - ::tele 2,46,53,4,26
[08 February 2016 at 07:46:12 MST] - ::tele 3,46,53,4,26
[08 February 2016 at 07:46:12 MST] - ::tele 1,46,53,4,26
[08 February 2016 at 07:46:13 MST] - ::tele 0,46,53,4,26
[08 February 2016 at 07:46:13 MST] - ::tele 0,46,53,4,26
[08 February 2016 at 07:46:26 MST] - ::tele 0,46,54,9,6
[08 February 2016 at 07:46:35 MST] - ::tele 0,46,54,15,15
[08 February 2016 at 07:46:36 MST] - ::tele 0,46,54,30,26
[08 February 2016 at 07:46:46 MST] - ::tele 0,46,54,35,47
[08 February 2016 at 07:47:09 MST] - ::tele 0,36,54,62,15
[08 February 2016 at 07:47:18 MST] - ::tele 0,36,53,61,63
[08 February 2016 at 07:47:20 MST] - ::tele 0,36,53,50,54
[08 February 2016 at 07:47:27 MST] - ::tele 0,36,53,47,31
[08 February 2016 at 07:47:29 MST] - ::tele 0,36,53,49,18
[08 February 2016 at 07:47:30 MST] - ::tele 0,36,53,47,11
[08 February 2016 at 07:47:30 MST] - ::tele 0,36,53,42,7
[08 February 2016 at 07:47:32 MST] - ::tele 0,36,52,45,60
[08 February 2016 at 07:47:33 MST] - ::tele 0,36,52,58,51
[08 February 2016 at 07:49:58 MST] - ::tele 0,35,56,56,42
[08 February 2016 at 07:50:17 MST] - ::tele 0,36,54,41,54
[08 February 2016 at 07:52:16 MST] - ::tele 0,36,52,23,20
[08 February 2016 at 07:52:23 MST] - ::tele 0,36,52,18,26
[08 February 2016 at 07:52:25 MST] - ::tele 0,36,52,17,21
[08 February 2016 at 07:52:26 MST] - ::tele 0,36,52,17,15
[08 February 2016 at 07:52:27 MST] - ::tele 0,36,52,21,14
[08 February 2016 at 07:52:28 MST] - ::tele 0,36,52,25,16
[08 February 2016 at 07:52:30 MST] - ::tele 0,36,52,32,21
[08 February 2016 at 07:52:30 MST] - ::tele 0,36,52,42,22
[08 February 2016 at 07:52:32 MST] - ::tele 0,36,52,49,25
[08 February 2016 at 07:52:33 MST] - ::tele 0,37,52,1,33
[08 February 2016 at 07:52:58 MST] - ::object 89773
[08 February 2016 at 07:53:00 MST] - ::object 89774
[08 February 2016 at 07:53:01 MST] - ::object 89775
[08 February 2016 at 07:53:02 MST] - ::object 89776
[08 February 2016 at 07:53:03 MST] - ::object 89777
[08 February 2016 at 07:53:04 MST] - ::object 89778
[08 February 2016 at 07:53:05 MST] - ::object 89779
[08 February 2016 at 07:53:07 MST] - ::object 89772
[08 February 2016 at 07:53:10 MST] - ::object 89771
[08 February 2016 at 07:53:11 MST] - ::object 89772
[08 February 2016 at 07:53:14 MST] - ::object 89771
[08 February 2016 at 07:53:16 MST] - ::object 89770
[08 February 2016 at 07:53:22 MST] - ::object 89769
[08 February 2016 at 07:53:24 MST] - ::object 89768
[08 February 2016 at 07:53:25 MST] - ::object 89767
[08 February 2016 at 07:53:26 MST] - ::object 89766
[08 February 2016 at 07:53:27 MST] - ::object 89765
[08 February 2016 at 07:54:03 MST] - ::object 89737
[08 February 2016 at 07:54:06 MST] - ::tele 1,36,52,62,35
[08 February 2016 at 07:54:07 MST] - ::tele 2,36,52,62,35
[08 February 2016 at 07:54:07 MST] - ::tele 2,36,52,62,35
[08 February 2016 at 07:54:09 MST] - ::object 89737
[08 February 2016 at 07:54:12 MST] - ::tele 1,36,52,62,35
[08 February 2016 at 07:54:14 MST] - ::tele 0,36,52,62,35
[08 February 2016 at 07:54:14 MST] - ::tele 0,36,52,62,35
[08 February 2016 at 07:54:19 MST] - ::object 89738
[08 February 2016 at 07:54:20 MST] - ::object 89739
[08 February 2016 at 07:54:24 MST] - ::object 89739
[08 February 2016 at 07:54:28 MST] - ::object 89740
[08 February 2016 at 07:54:33 MST] - ::object 89741
[08 February 2016 at 07:54:34 MST] - ::object 89742
[08 February 2016 at 07:54:35 MST] - ::object 89743
[08 February 2016 at 07:54:36 MST] - ::object 89744
[08 February 2016 at 07:54:37 MST] - ::object 89745
[08 February 2016 at 07:54:41 MST] - ::object 89746
[08 February 2016 at 07:54:41 MST] - ::object 89747
[08 February 2016 at 07:55:50 MST] - ::object 89731
[08 February 2016 at 07:56:07 MST] - ::object 89732
[08 February 2016 at 07:56:08 MST] - ::object 89733
[08 February 2016 at 07:56:10 MST] - ::object 89734
[08 February 2016 at 07:56:54 MST] - ::object 89736
